Quentyn Ball
Quentyn Blackwood
Quentyn Martell
Quentyn Qorgyle
Quickfinger
Quincy Cox
Qyburn
Rafford
Ragnor Pyke
Rain House
Rakharo
Ralf Kenning
Ralf Stonehouse
Ralph Buckler
Ramsay Snow
Randyll Tarly
Ravella Swann
Raventree Hall
Raymar Royce
Raymond Nayland
Raymun Darry
Raymun Fossoway
Raymund Frey
Raymund Tyrell
Raynald Westerling
Raynard Ruttiger
Red Keep (formerly)
Red Lake
Red Lamb
Redfort
Regenard Estren
Renfred Rykker
Renly Baratheon
Renly Norcross
Rennifer Longwaters
